caldt,spindx
29/09/2004,1114.8
30/09/2004,1114.58
1/10/2004,1131.5
4/10/2004,1135.17
5/10/2004,1134.48
6/10/2004,1142.05
7/10/2004,1130.65
8/10/2004,1122.14
11/10/2004,1124.39
12/10/2004,1121.84
13/10/2004,1113.65
14/10/2004,1103.29
15/10/2004,1108.2
18/10/2004,1114.02
19/10/2004,1103.23
20/10/2004,1103.66
21/10/2004,1106.49
22/10/2004,1095.74
25/10/2004,1094.81
26/10/2004,1111.09
27/10/2004,1125.4
28/10/2004,1127.44
29/10/2004,1130.2
1/11/2004,1130.51
2/11/2004,1130.54
3/11/2004,1143.2
4/11/2004,1161.67
5/11/2004,1166.17
8/11/2004,1164.89
9/11/2004,1164.08
10/11/2004,1162.91
11/11/2004,1173.48
12/11/2004,1184.17
15/11/2004,1183.81
16/11/2004,1175.43
17/11/2004,1181.94
18/11/2004,1183.55
19/11/2004,1170.34
22/11/2004,1177.24
23/11/2004,1176.94
24/11/2004,1181.76
26/11/2004,1182.65
29/11/2004,1178.57
30/11/2004,1173.82
1/12/2004,1191.37
2/12/2004,1190.33
3/12/2004,1191.17
6/12/2004,1190.25
7/12/2004,1177.07
8/12/2004,1182.81
9/12/2004,1189.24
10/12/2004,1188
13/12/2004,1198.68
14/12/2004,1203.38
15/12/2004,1205.72
16/12/2004,1203.21
17/12/2004,1194.22
20/12/2004,1194.65
21/12/2004,1205.45
22/12/2004,1209.57
23/12/2004,1210.13
27/12/2004,1204.92
28/12/2004,1213.54
29/12/2004,1213.45
30/12/2004,1213.55
31/12/2004,1211.92
3/1/2005,1202.08
4/1/2005,1188.05
5/1/2005,1183.74
6/1/2005,1187.89
7/1/2005,1186.19
10/1/2005,1190.25
11/1/2005,1182.99
12/1/2005,1187.7
13/01/2005,1177.45
14/01/2005,1184.52
18/01/2005,1195.98
19/01/2005,1184.63
20/01/2005,1175.41
21/01/2005,1167.87
24/01/2005,1163.75
25/01/2005,1168.41
26/01/2005,1174.07
27/01/2005,1174.55
28/01/2005,1171.36
31/01/2005,1181.27
1/2/2005,1189.41
2/2/2005,1193.19
3/2/2005,1189.89
4/2/2005,1203.03
7/2/2005,1201.72
8/2/2005,1202.3
9/2/2005,1191.99
10/2/2005,1197.01
11/2/2005,1205.3
14/02/2005,1206.14
15/02/2005,1210.12
16/02/2005,1210.34
17/02/2005,1200.75
18/02/2005,1201.59
22/02/2005,1184.16
23/02/2005,1190.8
24/02/2005,1200.2
25/02/2005,1211.37
28/02/2005,1203.6
1/3/2005,1210.41
2/3/2005,1210.08
3/3/2005,1210.47
4/3/2005,1222.12
7/3/2005,1225.31
8/3/2005,1219.43
9/3/2005,1207.01
10/3/2005,1209.25
11/3/2005,1200.08
14/03/2005,1206.83
15/03/2005,1197.75
16/03/2005,1188.07
17/03/2005,1190.21
18/03/2005,1189.65
21/03/2005,1183.78
22/03/2005,1171.71
23/03/2005,1172.53
24/03/2005,1171.42
28/03/2005,1174.28
29/03/2005,1165.36
30/03/2005,1181.41
31/03/2005,1180.59
1/4/2005,1172.92
4/4/2005,1176.12
5/4/2005,1181.39
6/4/2005,1184.07
7/4/2005,1191.14
8/4/2005,1181.2
11/4/2005,1181.21
12/4/2005,1187.76
13/04/2005,1173.79
14/04/2005,1162.05
15/04/2005,1142.62
18/04/2005,1145.98
19/04/2005,1152.78
20/04/2005,1137.5
21/04/2005,1159.95
22/04/2005,1152.12
25/04/2005,1162.1
26/04/2005,1151.74
27/04/2005,1156.38
28/04/2005,1143.22
29/04/2005,1156.85
2/5/2005,1162.16
3/5/2005,1161.17
4/5/2005,1175.65
5/5/2005,1172.63
6/5/2005,1171.35
9/5/2005,1178.84
10/5/2005,1166.22
11/5/2005,1171.11
12/5/2005,1159.36
13/05/2005,1154.05
16/05/2005,1165.69
17/05/2005,1173.8
18/05/2005,1185.56
19/05/2005,1191.08
20/05/2005,1189.28
23/05/2005,1193.86
24/05/2005,1194.07
25/05/2005,1190.01
26/05/2005,1197.62
27/05/2005,1198.78
31/05/2005,1191.5
1/6/2005,1202.27
2/6/2005,1204.29
3/6/2005,1196.02
6/6/2005,1197.51
7/6/2005,1197.26
8/6/2005,1194.67
9/6/2005,1200.93
10/6/2005,1198.11
13/06/2005,1200.82
14/06/2005,1203.91
15/06/2005,1206.58
16/06/2005,1210.96
17/06/2005,1216.96
20/06/2005,1216.1
21/06/2005,1213.61
22/06/2005,1213.88
23/06/2005,1200.73
24/06/2005,1191.57
27/06/2005,1190.69
28/06/2005,1201.57
29/06/2005,1199.85
30/06/2005,1191.33
1/7/2005,1194.44
5/7/2005,1204.99
6/7/2005,1194.94
7/7/2005,1197.87
8/7/2005,1211.86
11/7/2005,1219.44
12/7/2005,1222.21
13/07/2005,1223.29
14/07/2005,1226.5
15/07/2005,1227.92
18/07/2005,1221.13
19/07/2005,1229.35
20/07/2005,1235.2
21/07/2005,1227.04
22/07/2005,1233.68
25/07/2005,1229.03
26/07/2005,1231.16
27/07/2005,1236.79
28/07/2005,1243.72
29/07/2005,1234.18
1/8/2005,1235.35
2/8/2005,1244.12
3/8/2005,1245.04
4/8/2005,1235.86
5/8/2005,1226.42
8/8/2005,1223.13
9/8/2005,1231.38
10/8/2005,1229.13
11/8/2005,1237.81
12/8/2005,1230.39
15/08/2005,1233.87
16/08/2005,1219.34
17/08/2005,1220.24
18/08/2005,1219.02
19/08/2005,1219.71
22/08/2005,1221.73
23/08/2005,1217.57
24/08/2005,1209.59
25/08/2005,1212.39
26/08/2005,1205.1
29/08/2005,1212.28
30/08/2005,1208.41
31/08/2005,1220.33
1/9/2005,1221.59
2/9/2005,1218.02
6/9/2005,1233.39
7/9/2005,1236.36
8/9/2005,1231.67
9/9/2005,1241.48
12/9/2005,1240.56
13/09/2005,1231.2
14/09/2005,1227.16
15/09/2005,1227.73
16/09/2005,1237.91
19/09/2005,1231.02
20/09/2005,1221.34
21/09/2005,1210.2
22/09/2005,1214.62
23/09/2005,1215.29
26/09/2005,1215.63
27/09/2005,1215.66
28/09/2005,1216.89
29/09/2005,1227.68
30/09/2005,1228.81
3/10/2005,1226.7
4/10/2005,1214.47
5/10/2005,1196.39
6/10/2005,1191.49
7/10/2005,1195.9
10/10/2005,1187.33
11/10/2005,1184.87
12/10/2005,1177.68
13/10/2005,1176.84
14/10/2005,1186.57
17/10/2005,1190.1
18/10/2005,1178.14
19/10/2005,1195.76
20/10/2005,1177.8
21/10/2005,1179.59
24/10/2005,1199.38
25/10/2005,1196.54
26/10/2005,1191.38
27/10/2005,1178.9
28/10/2005,1198.41
31/10/2005,1207.01
1/11/2005,1202.76
2/11/2005,1214.76
3/11/2005,1219.94
4/11/2005,1220.14
7/11/2005,1222.81
8/11/2005,1218.59
9/11/2005,1220.65
10/11/2005,1230.96
11/11/2005,1234.72
14/11/2005,1233.76
15/11/2005,1229.01
16/11/2005,1231.21
17/11/2005,1242.8
18/11/2005,1248.27
21/11/2005,1254.85
22/11/2005,1261.23
23/11/2005,1265.61
25/11/2005,1268.25
28/11/2005,1257.46
29/11/2005,1257.48
30/11/2005,1249.48
1/12/2005,1264.67
2/12/2005,1265.08
5/12/2005,1262.09
6/12/2005,1263.7
7/12/2005,1257.37
8/12/2005,1255.84
9/12/2005,1259.37
12/12/2005,1260.43
13/12/2005,1267.43
14/12/2005,1272.74
15/12/2005,1270.94
16/12/2005,1267.32
19/12/2005,1259.92
20/12/2005,1259.62
21/12/2005,1262.79
22/12/2005,1268.12
23/12/2005,1268.66
27/12/2005,1256.54
28/12/2005,1258.17
29/12/2005,1254.42
30/12/2005,1248.29
3/1/2006,1268.8
4/1/2006,1273.46
5/1/2006,1273.48
6/1/2006,1285.45
9/1/2006,1290.15
10/1/2006,1289.69
11/1/2006,1294.18
12/1/2006,1286.06
13/01/2006,1287.61
17/01/2006,1282.93
18/01/2006,1277.93
19/01/2006,1285.04
20/01/2006,1261.49
23/01/2006,1263.82
24/01/2006,1266.86
25/01/2006,1264.68
26/01/2006,1273.83
27/01/2006,1283.72
30/01/2006,1285.2
31/01/2006,1280.08
1/2/2006,1282.46
2/2/2006,1270.84
3/2/2006,1264.03
6/2/2006,1265.02
7/2/2006,1254.78
8/2/2006,1265.65
9/2/2006,1263.78
10/2/2006,1266.99
13/02/2006,1262.86
14/02/2006,1275.53
15/02/2006,1280
16/02/2006,1289.38
17/02/2006,1287.24
21/02/2006,1283.03
22/02/2006,1292.67
23/02/2006,1287.79
24/02/2006,1289.43
27/02/2006,1294.12
28/02/2006,1280.66
1/3/2006,1291.24
2/3/2006,1289.14
3/3/2006,1287.23
6/3/2006,1278.26
7/3/2006,1275.88
8/3/2006,1278.47
9/3/2006,1272.23
10/3/2006,1281.58
13/03/2006,1284.13
14/03/2006,1297.48
15/03/2006,1303.02
16/03/2006,1305.33
17/03/2006,1307.25
20/03/2006,1305.08
21/03/2006,1297.23
22/03/2006,1305.04
23/03/2006,1301.67
24/03/2006,1302.95
27/03/2006,1301.61
28/03/2006,1293.23
29/03/2006,1302.89
30/03/2006,1300.25
31/03/2006,1294.83
3/4/2006,1297.81
4/4/2006,1305.93
5/4/2006,1311.56
6/4/2006,1309.04
7/4/2006,1295.5
10/4/2006,1296.6
11/4/2006,1286.57
12/4/2006,1288.12
13/04/2006,1289.12
17/04/2006,1285.33
18/04/2006,1307.65
19/04/2006,1309.93
20/04/2006,1311.46
21/04/2006,1311.28
24/04/2006,1308.11
25/04/2006,1301.74
26/04/2006,1305.41
27/04/2006,1309.72
28/04/2006,1310.61
1/5/2006,1305.19
2/5/2006,1313.21
3/5/2006,1307.85
4/5/2006,1312.25
5/5/2006,1325.76
8/5/2006,1324.66
9/5/2006,1325.14
10/5/2006,1322.85
11/5/2006,1305.92
12/5/2006,1291.24
15/05/2006,1294.5
16/05/2006,1292.08
17/05/2006,1270.32
18/05/2006,1261.81
19/05/2006,1267.03
22/05/2006,1262.07
23/05/2006,1256.58
24/05/2006,1258.57
25/05/2006,1272.88
26/05/2006,1280.16
30/05/2006,1259.84
31/05/2006,1270.09
1/6/2006,1285.71
2/6/2006,1288.22
5/6/2006,1265.29
6/6/2006,1263.85
7/6/2006,1256.15
8/6/2006,1257.93
9/6/2006,1252.3
12/6/2006,1236.4
13/06/2006,1223.69
14/06/2006,1230.04
15/06/2006,1256.16
16/06/2006,1251.54
19/06/2006,1240.14
20/06/2006,1240.12
21/06/2006,1252.2
22/06/2006,1245.6
23/06/2006,1244.5
26/06/2006,1250.56
27/06/2006,1239.2
28/06/2006,1246
29/06/2006,1272.87
30/06/2006,1270.2
3/7/2006,1280.19
5/7/2006,1270.91
6/7/2006,1274.08
7/7/2006,1265.48
10/7/2006,1267.34
11/7/2006,1272.52
12/7/2006,1258.6
13/07/2006,1242.29
14/07/2006,1236.2
17/07/2006,1234.49
18/07/2006,1236.86
19/07/2006,1259.81
20/07/2006,1249.13
21/07/2006,1240.29
24/07/2006,1260.91
25/07/2006,1268.88
26/07/2006,1268.4
27/07/2006,1263.2
28/07/2006,1278.55
31/07/2006,1276.66
1/8/2006,1270.92
2/8/2006,1278.55
3/8/2006,1280.27
4/8/2006,1279.36
7/8/2006,1275.77
8/8/2006,1271.48
9/8/2006,1265.95
10/8/2006,1271.81
11/8/2006,1266.74
14/08/2006,1268.21
15/08/2006,1285.58
16/08/2006,1295.43
17/08/2006,1297.48
18/08/2006,1302.3
21/08/2006,1297.52
22/08/2006,1298.82
23/08/2006,1292.99
24/08/2006,1296.06
25/08/2006,1295.09
28/08/2006,1301.78
29/08/2006,1304.28
30/08/2006,1304.27
31/08/2006,1303.82
1/9/2006,1311.01
5/9/2006,1313.25
6/9/2006,1300.26
7/9/2006,1294.02
8/9/2006,1298.92
11/9/2006,1299.54
12/9/2006,1313.11
13/09/2006,1318.07
14/09/2006,1316.28
15/09/2006,1319.87
18/09/2006,1321.18
19/09/2006,1318.31
20/09/2006,1325.18
21/09/2006,1318.03
22/09/2006,1314.78
25/09/2006,1326.37
26/09/2006,1336.34
27/09/2006,1336.59
28/09/2006,1339.15
29/09/2006,1335.85
2/10/2006,1331.32
3/10/2006,1334.11
4/10/2006,1350.22
5/10/2006,1353.22
6/10/2006,1349.58
9/10/2006,1350.66
10/10/2006,1353.42
11/10/2006,1349.95
12/10/2006,1362.83
13/10/2006,1365.62
16/10/2006,1369.05
17/10/2006,1364.05
18/10/2006,1365.96
19/10/2006,1366.96
20/10/2006,1368.6
23/10/2006,1377.02
24/10/2006,1377.38
25/10/2006,1382.22
26/10/2006,1389.08
27/10/2006,1377.34
30/10/2006,1377.93
31/10/2006,1377.94
1/11/2006,1367.81
2/11/2006,1367.34
3/11/2006,1364.3
6/11/2006,1379.78
7/11/2006,1382.84
8/11/2006,1385.72
9/11/2006,1378.33
10/11/2006,1380.9
13/11/2006,1384.42
14/11/2006,1393.22
15/11/2006,1396.57
16/11/2006,1399.76
17/11/2006,1401.2
20/11/2006,1400.5
21/11/2006,1402.81
22/11/2006,1406.09
24/11/2006,1400.95
27/11/2006,1381.9
28/11/2006,1386.72
29/11/2006,1399.48
30/11/2006,1400.63
1/12/2006,1396.71
4/12/2006,1409.12
5/12/2006,1414.76
6/12/2006,1412.9
7/12/2006,1407.29
8/12/2006,1409.84
11/12/2006,1413.04
12/12/2006,1411.56
13/12/2006,1413.21
14/12/2006,1425.49
15/12/2006,1427.09
18/12/2006,1422.48
19/12/2006,1425.55
20/12/2006,1423.53
21/12/2006,1418.3
22/12/2006,1410.76
26/12/2006,1416.9
27/12/2006,1426.84
28/12/2006,1424.73
29/12/2006,1418.3
3/1/2007,1416.6
4/1/2007,1418.34
5/1/2007,1409.71
8/1/2007,1412.84
9/1/2007,1412.11
10/1/2007,1414.85
11/1/2007,1423.82
12/1/2007,1430.73
16/01/2007,1431.9
17/01/2007,1430.62
18/01/2007,1426.37
19/01/2007,1430.5
22/01/2007,1422.95
23/01/2007,1427.99
24/01/2007,1440.13
25/01/2007,1423.9
26/01/2007,1422.18
29/01/2007,1420.62
30/01/2007,1428.82
31/01/2007,1438.24
1/2/2007,1445.94
2/2/2007,1448.39
5/2/2007,1446.99
6/2/2007,1448
7/2/2007,1450.02
8/2/2007,1448.31
9/2/2007,1438.06
12/2/2007,1433.37
13/02/2007,1444.26
14/02/2007,1455.3
15/02/2007,1456.81
16/02/2007,1455.54
20/02/2007,1459.68
21/02/2007,1457.63
22/02/2007,1456.38
23/02/2007,1451.19
26/02/2007,1449.37
27/02/2007,1399.04
28/02/2007,1406.82
1/3/2007,1403.17
2/3/2007,1387.17
5/3/2007,1374.12
6/3/2007,1395.41
7/3/2007,1391.97
8/3/2007,1401.89
9/3/2007,1402.85
12/3/2007,1406.6
13/03/2007,1377.95
14/03/2007,1387.17
15/03/2007,1392.28
16/03/2007,1386.95
19/03/2007,1402.06
20/03/2007,1410.94
21/03/2007,1435.04
22/03/2007,1434.54
23/03/2007,1436.11
26/03/2007,1437.5
27/03/2007,1428.61
28/03/2007,1417.23
29/03/2007,1422.53
30/03/2007,1420.86
2/4/2007,1424.55
3/4/2007,1437.77
4/4/2007,1439.37
5/4/2007,1443.76
9/4/2007,1444.61
10/4/2007,1448.39
11/4/2007,1438.87
12/4/2007,1447.8
13/04/2007,1452.85
16/04/2007,1468.47
17/04/2007,1471.48
18/04/2007,1472.5
19/04/2007,1470.73
20/04/2007,1484.35
23/04/2007,1480.93
24/04/2007,1480.41
25/04/2007,1495.42
26/04/2007,1494.25
27/04/2007,1494.07
30/04/2007,1482.37
1/5/2007,1486.3
2/5/2007,1495.92
3/5/2007,1502.39
4/5/2007,1505.62
7/5/2007,1509.48
8/5/2007,1507.72
9/5/2007,1512.58
10/5/2007,1491.47
11/5/2007,1505.85
14/05/2007,1503.15
15/05/2007,1501.19
16/05/2007,1514.14
17/05/2007,1512.75
18/05/2007,1522.75
21/05/2007,1525.1
22/05/2007,1524.12
23/05/2007,1522.28
24/05/2007,1507.51
25/05/2007,1515.73
29/05/2007,1518.11
30/05/2007,1530.23
31/05/2007,1530.62
1/6/2007,1536.34
4/6/2007,1539.18
5/6/2007,1530.95
6/6/2007,1517.38
7/6/2007,1490.72
8/6/2007,1507.67
11/6/2007,1509.12
12/6/2007,1493
13/06/2007,1515.67
14/06/2007,1522.97
15/06/2007,1532.91
18/06/2007,1531.05
19/06/2007,1533.7
20/06/2007,1512.84
21/06/2007,1522.19
22/06/2007,1502.56
25/06/2007,1497.74
26/06/2007,1492.89
27/06/2007,1506.34
28/06/2007,1505.71
29/06/2007,1503.35
2/7/2007,1519.43
3/7/2007,1524.87
5/7/2007,1525.4
6/7/2007,1530.44
9/7/2007,1531.85
10/7/2007,1510.12
11/7/2007,1518.76
12/7/2007,1547.7
13/07/2007,1552.5
16/07/2007,1549.52
17/07/2007,1549.37
18/07/2007,1546.17
19/07/2007,1553.08
20/07/2007,1534.1
23/07/2007,1541.57
24/07/2007,1511.04
25/07/2007,1518.09
26/07/2007,1482.66
27/07/2007,1458.95
30/07/2007,1473.91
31/07/2007,1455.27
1/8/2007,1465.81
2/8/2007,1472.2
3/8/2007,1433.06
6/8/2007,1467.67
7/8/2007,1476.71
8/8/2007,1497.49
9/8/2007,1453.09
10/8/2007,1453.64
13/08/2007,1452.92
14/08/2007,1426.54
15/08/2007,1406.7
16/08/2007,1411.27
17/08/2007,1445.94
20/08/2007,1445.55
21/08/2007,1447.12
22/08/2007,1464.07
23/08/2007,1462.5
24/08/2007,1479.37
27/08/2007,1466.79
28/08/2007,1432.36
29/08/2007,1463.76
30/08/2007,1457.64
31/08/2007,1473.99
4/9/2007,1489.42
5/9/2007,1472.29
6/9/2007,1478.55
7/9/2007,1453.55
10/9/2007,1451.7
11/9/2007,1471.49
12/9/2007,1471.56
13/09/2007,1483.95
14/09/2007,1484.25
17/09/2007,1476.65
18/09/2007,1519.78
19/09/2007,1529.03
20/09/2007,1518.75
21/09/2007,1525.75
24/09/2007,1517.73
25/09/2007,1517.21
26/09/2007,1525.42
27/09/2007,1531.38
28/09/2007,1526.75
1/10/2007,1547.04
2/10/2007,1546.63
3/10/2007,1539.59
4/10/2007,1542.84
5/10/2007,1557.59
8/10/2007,1552.58
9/10/2007,1565.15
10/10/2007,1562.47
11/10/2007,1554.41
12/10/2007,1561.8
15/10/2007,1548.71
16/10/2007,1538.53
17/10/2007,1541.24
18/10/2007,1540.08
19/10/2007,1500.63
22/10/2007,1506.33
23/10/2007,1519.59
24/10/2007,1515.88
25/10/2007,1514.4
26/10/2007,1535.28
29/10/2007,1540.98
30/10/2007,1531.02
31/10/2007,1549.38
1/11/2007,1508.44
2/11/2007,1509.65
5/11/2007,1502.17
6/11/2007,1520.27
7/11/2007,1475.62
8/11/2007,1474.77
9/11/2007,1453.7
12/11/2007,1439.18
13/11/2007,1481.05
14/11/2007,1470.58
15/11/2007,1451.15
16/11/2007,1458.74
19/11/2007,1433.27
20/11/2007,1439.7
21/11/2007,1416.77
23/11/2007,1440.7
26/11/2007,1407.22
27/11/2007,1428.23
28/11/2007,1469.02
29/11/2007,1469.72
30/11/2007,1481.14
3/12/2007,1472.42
4/12/2007,1462.79
5/12/2007,1485.01
6/12/2007,1507.34
7/12/2007,1504.66
10/12/2007,1515.96
11/12/2007,1477.65
12/12/2007,1486.59
13/12/2007,1488.41
14/12/2007,1467.95
17/12/2007,1445.9
18/12/2007,1454.98
19/12/2007,1453
20/12/2007,1460.12
21/12/2007,1484.46
24/12/2007,1496.45
26/12/2007,1497.66
27/12/2007,1476.37
28/12/2007,1478.49
31/12/2007,1468.36
2/1/2008,1447.16
3/1/2008,1447.16
4/1/2008,1411.63
7/1/2008,1416.18
8/1/2008,1390.19
9/1/2008,1409.13
10/1/2008,1420.33
11/1/2008,1401.02
14/01/2008,1416.25
15/01/2008,1380.95
16/01/2008,1373.2
17/01/2008,1333.25
18/01/2008,1325.19
22/01/2008,1310.5
23/01/2008,1338.6
24/01/2008,1352.07
25/01/2008,1330.61
28/01/2008,1353.97
29/01/2008,1362.3
30/01/2008,1355.81
31/01/2008,1378.55
1/2/2008,1395.42
4/2/2008,1380.82
5/2/2008,1336.64
6/2/2008,1326.45
7/2/2008,1336.91
8/2/2008,1331.29
11/2/2008,1339.13
12/2/2008,1348.86
13/02/2008,1367.21
14/02/2008,1348.86
15/02/2008,1349.99
19/02/2008,1348.78
20/02/2008,1360.03
21/02/2008,1342.53
22/02/2008,1353.11
25/02/2008,1371.8
26/02/2008,1381.29
27/02/2008,1380.02
28/02/2008,1367.68
29/02/2008,1330.63
3/3/2008,1331.34
4/3/2008,1326.75
5/3/2008,1333.7
6/3/2008,1304.34
7/3/2008,1293.37
10/3/2008,1273.37
11/3/2008,1320.65
12/3/2008,1308.77
13/03/2008,1315.48
14/03/2008,1288.14
17/03/2008,1276.6
18/03/2008,1330.74
19/03/2008,1298.42
20/03/2008,1329.51
24/03/2008,1349.88
25/03/2008,1352.99
26/03/2008,1341.13
27/03/2008,1325.76
28/03/2008,1315.22
31/03/2008,1322.7
1/4/2008,1370.18
2/4/2008,1367.53
3/4/2008,1369.31
4/4/2008,1370.4
7/4/2008,1372.54
8/4/2008,1365.54
9/4/2008,1354.49
10/4/2008,1360.55
11/4/2008,1332.83
14/04/2008,1328.32
15/04/2008,1334.43
16/04/2008,1364.71
17/04/2008,1365.56
18/04/2008,1390.33
21/04/2008,1388.17
22/04/2008,1375.94
23/04/2008,1379.93
24/04/2008,1388.82
25/04/2008,1397.84
28/04/2008,1396.37
29/04/2008,1390.94
30/04/2008,1385.59
1/5/2008,1409.34
2/5/2008,1413.9
5/5/2008,1407.49
6/5/2008,1418.26
7/5/2008,1392.57
8/5/2008,1397.68
9/5/2008,1388.28
12/5/2008,1403.58
13/05/2008,1403.04
14/05/2008,1408.66
15/05/2008,1423.57
16/05/2008,1425.35
19/05/2008,1426.63
20/05/2008,1413.4
21/05/2008,1390.71
22/05/2008,1394.35
23/05/2008,1375.93
27/05/2008,1385.35
28/05/2008,1390.84
29/05/2008,1398.26
30/05/2008,1400.38
2/6/2008,1385.67
3/6/2008,1377.65
4/6/2008,1377.2
5/6/2008,1404.05
6/6/2008,1360.68
9/6/2008,1361.76
10/6/2008,1358.44
11/6/2008,1335.49
12/6/2008,1339.87
13/06/2008,1360.03
16/06/2008,1360.14
17/06/2008,1350.93
18/06/2008,1337.81
19/06/2008,1342.83
20/06/2008,1317.93
23/06/2008,1318
24/06/2008,1314.29
25/06/2008,1321.97
26/06/2008,1283.15
27/06/2008,1278.38
30/06/2008,1280
1/7/2008,1284.91
2/7/2008,1261.52
3/7/2008,1262.9
7/7/2008,1252.31
8/7/2008,1273.7
9/7/2008,1244.69
10/7/2008,1253.39
11/7/2008,1239.49
14/07/2008,1228.3
15/07/2008,1214.91
16/07/2008,1245.36
17/07/2008,1260.32
18/07/2008,1260.68
21/07/2008,1260
22/07/2008,1277
23/07/2008,1282.19
24/07/2008,1252.54
25/07/2008,1257.76
28/07/2008,1234.37
29/07/2008,1263.2
30/07/2008,1284.26
31/07/2008,1267.38
1/8/2008,1260.31
4/8/2008,1249.01
5/8/2008,1284.88
6/8/2008,1289.19
7/8/2008,1266.07
8/8/2008,1296.32
11/8/2008,1305.32
12/8/2008,1289.59
13/08/2008,1285.83
14/08/2008,1292.93
15/08/2008,1298.2
18/08/2008,1278.6
19/08/2008,1266.69
20/08/2008,1274.54
21/08/2008,1277.72
22/08/2008,1292.2
25/08/2008,1266.84
26/08/2008,1271.51
27/08/2008,1281.66
28/08/2008,1300.68
29/08/2008,1282.83
2/9/2008,1277.58
3/9/2008,1274.98
4/9/2008,1236.83
5/9/2008,1242.31
8/9/2008,1267.79
9/9/2008,1224.51
10/9/2008,1232.04
11/9/2008,1249.05
12/9/2008,1251.7
15/09/2008,1192.7
16/09/2008,1213.59
17/09/2008,1156.39
18/09/2008,1206.51
19/09/2008,1255.08
22/09/2008,1207.09
23/09/2008,1188.22
24/09/2008,1185.87
25/09/2008,1209.18
26/09/2008,1213.01
29/09/2008,1106.39
30/09/2008,1166.36
1/10/2008,1161.06
2/10/2008,1114.28
3/10/2008,1099.23
6/10/2008,1056.89
7/10/2008,996.23
8/10/2008,984.94
9/10/2008,909.92
10/10/2008,899.22
13/10/2008,1003.35
14/10/2008,998.01
15/10/2008,907.84
16/10/2008,946.43
17/10/2008,940.55
20/10/2008,985.4
21/10/2008,955.05
22/10/2008,896.78
23/10/2008,908.11
24/10/2008,876.77
27/10/2008,848.92
28/10/2008,940.51
29/10/2008,930.09
30/10/2008,954.09
31/10/2008,968.75
3/11/2008,966.3
4/11/2008,1005.75
5/11/2008,952.77
6/11/2008,904.88
7/11/2008,930.99
10/11/2008,919.21
11/11/2008,898.95
12/11/2008,852.3
13/11/2008,911.29
14/11/2008,873.29
17/11/2008,850.75
18/11/2008,859.12
19/11/2008,806.58
20/11/2008,752.44
21/11/2008,800.03
24/11/2008,851.81
25/11/2008,857.39
26/11/2008,887.68
28/11/2008,896.24
1/12/2008,816.21
2/12/2008,848.81
3/12/2008,870.74
4/12/2008,845.22
5/12/2008,876.07
8/12/2008,909.7
9/12/2008,888.67
10/12/2008,899.24
11/12/2008,873.59
12/12/2008,879.73
15/12/2008,868.57
16/12/2008,913.18
17/12/2008,904.42
18/12/2008,885.28
19/12/2008,887.88
22/12/2008,871.63
23/12/2008,863.16
24/12/2008,868.15
26/12/2008,872.8
29/12/2008,869.42
30/12/2008,890.64
31/12/2008,903.25
2/1/2009,931.8
5/1/2009,927.45
6/1/2009,934.7
7/1/2009,906.65
8/1/2009,909.73
9/1/2009,890.35
12/1/2009,870.26
13/01/2009,871.79
14/01/2009,842.62
15/01/2009,843.74
16/01/2009,850.12
20/01/2009,805.22
21/01/2009,840.24
22/01/2009,827.5
23/01/2009,831.95
26/01/2009,836.57
27/01/2009,845.71
28/01/2009,874.09
29/01/2009,845.14
30/01/2009,825.88
2/2/2009,825.44
3/2/2009,838.51
4/2/2009,832.23
5/2/2009,845.85
6/2/2009,868.6
9/2/2009,869.89
10/2/2009,827.16
11/2/2009,833.74
12/2/2009,835.19
13/02/2009,826.84
17/02/2009,789.17
18/02/2009,788.42
19/02/2009,778.94
20/02/2009,770.05
23/02/2009,743.33
24/02/2009,773.14
25/02/2009,764.9
26/02/2009,752.83
27/02/2009,735.09
2/3/2009,700.82
3/3/2009,696.33
4/3/2009,712.87
5/3/2009,682.55
6/3/2009,683.38
9/3/2009,676.53
10/3/2009,719.6
11/3/2009,721.36
12/3/2009,750.74
13/03/2009,756.55
16/03/2009,753.89
17/03/2009,778.12
18/03/2009,794.35
19/03/2009,784.04
20/03/2009,768.54
23/03/2009,822.92
24/03/2009,806.12
25/03/2009,813.88
26/03/2009,832.86
27/03/2009,815.94
30/03/2009,787.53
31/03/2009,797.87
1/4/2009,811.08
2/4/2009,834.38
3/4/2009,842.5
6/4/2009,835.48
7/4/2009,815.55
8/4/2009,825.16
9/4/2009,856.56
13/04/2009,858.73
14/04/2009,841.5
15/04/2009,852.06
16/04/2009,865.3
17/04/2009,869.6
20/04/2009,832.39
21/04/2009,850.08
22/04/2009,843.55
23/04/2009,851.92
24/04/2009,866.23
27/04/2009,857.51
28/04/2009,855.16
29/04/2009,873.64
30/04/2009,872.81
1/5/2009,877.52
4/5/2009,907.24
5/5/2009,903.8
6/5/2009,919.53
7/5/2009,907.39
8/5/2009,929.23
11/5/2009,909.24
12/5/2009,908.35
13/05/2009,883.92
14/05/2009,893.07
15/05/2009,882.88
18/05/2009,909.71
19/05/2009,908.13
20/05/2009,903.47
21/05/2009,888.33
22/05/2009,887
26/05/2009,910.33
27/05/2009,893.06
28/05/2009,906.83
29/05/2009,919.14
1/6/2009,942.87
2/6/2009,944.74
3/6/2009,931.76
4/6/2009,942.46
5/6/2009,940.09
8/6/2009,939.14
